date,reentry,underlying_price,ATM Strike,CE Entry,PE Entry,CE Exit,PE Exit,gross_pnl,PnL,ExitReason,EntryTime,ExitTime,expiry,weekday,trading_dy_typ,CumulativePnL,ce_sell_exp,pe_sell_exp,ce_buy_exp,pe_buy_exp,tt_exp,net_PnL
26-05-25,1,24935.55,24950,230.35,209.8,252.65,168.35,1436.25,1351.25,Exit,26-05-25 10:40,26-05-25 15:20,29-05-25,Monday,3,-507.5,28.07390625,25.569375,10.4218125,6.9444375,71.00953125,1365.240469
27-05-25,0,24852.5,24850,225.5,203.95,174.5,256.9,-146.25,-231.25,StopLoss,27-05-25 9:20,27-05-25 10:01,29-05-25,Tuesday,2,-231.25,27.4828125,24.85640625,7.198125,10.597125,70.13446875,-216.3844688
27-05-25,1,24747.5,24750,229.2,190.2,310.95,121.85,-1005,-1090,StopLoss,27-05-25 10:06,27-05-25 11:05,29-05-25,Tuesday,2,-1321.25,27.93375,23.180625,12.8266875,5.0263125,68.967375,-1073.967375
27-05-25,2,24904.7,24900,194.55,211.4,254.5,172.05,-1545,-1630,StopLoss,27-05-25 11:10,27-05-25 11:24,29-05-25,Tuesday,2,-2951.25,23.71078125,25.764375,10.498125,7.0970625,67.07034375,-1612.070344
27-05-25,3,24946.25,24950,281.5,177.6,204.15,225.8,2186.25,2101.25,StopLoss,27-05-25 11:29,27-05-25 12:23,29-05-25,Tuesday,2,-850,34.3078125,21.645,8.4211875,9.31425,73.68825,2112.56175
27-05-25,4,24885.85,24900,216.45,215.55,142,279.2,810,725,StopLoss,27-05-25 12:28,27-05-25 14:17,29-05-25,Tuesday,2,-125,26.37984375,26.27015625,5.8575,11.517,70.0245,739.9755
27-05-25,5,24726.7,24750,211,193.8,247.15,131.6,1953.75,1868.75,Exit,27-05-25 14:22,27-05-25 15:20,29-05-25,Tuesday,2,1743.75,25.715625,23.619375,10.1949375,5.4285,64.9584375,1888.791563
28-05-25,0,24856.3,24850,217.95,185.1,147.7,232.4,1721.25,1636.25,StopLoss,28-05-25 9:20,28-05-25 9:30,29-05-25,Wednesday,1,1636.25,26.56265625,22.5590625,6.092625,9.5865,64.80084375,1656.449156
28-05-25,1,24760.95,24750,201.05,154.65,117.15,102.3,10218.75,10133.75,Exit,28-05-25 9:35,28-05-25 15:20,29-05-25,Wednesday,1,11770,24.50296875,18.84796875,4.8324375,4.219875,52.40325,10166.34675
29-05-25,0,24853.7,24850,69.9,51.2,48.85,65.8,483.75,398.75,StopLoss,29-05-25 9:20,29-05-25 9:22,29-05-25,Thursday,0,398.75,8.5190625,6.24,2.0150625,2.71425,19.488375,464.261625
29-05-25,1,24825.7,24850,38.75,75.8,50.1,64.45,-5.33E-13,-85,StopLoss,29-05-25 9:27,29-05-25 10:02,29-05-25,Thursday,0,313.75,4.72265625,9.238125,2.066625,2.6585625,18.68596875,-18.68596875
29-05-25,2,24820.4,24800,87.25,33.25,60.35,50.95,690,605,StopLoss,29-05-25 10:07,29-05-25 10:12,29-05-25,Thursday,0,918.75,10.63359375,4.05234375,2.4894375,2.1016875,19.2770625,670.7229375
29-05-25,3,24796.7,24800,48.3,51.1,40.8,67.2,-645,-730,StopLoss,29-05-25 10:17,29-05-25 10:29,29-05-25,Thursday,0,188.75,5.8865625,6.2278125,1.683,2.772,16.569375,-661.569375
29-05-25,4,24771.15,24750,64.3,47.9,41.75,62.65,585,500,StopLoss,29-05-25 10:34,29-05-25 11:02,29-05-25,Thursday,0,688.75,7.8365625,5.8378125,1.7221875,2.5843125,17.980875,567.019125
29-05-25,5,24731.85,24750,38.85,60.6,28.85,78.1,-562.5,-647.5,StopLoss,29-05-25 11:07,29-05-25 12:38,29-05-25,Thursday,0,41.25,4.73484375,7.385625,1.1900625,3.221625,16.53215625,-579.0321563
29-05-25,6,24716.65,24700,30.1,51.5,38.6,30.1,967.5,882.5,StopLoss,29-05-25 12:43,29-05-25 12:50,29-05-25,Thursday,0,923.75,3.6684375,6.2765625,1.59225,1.241625,12.778875,954.721125
29-05-25,7,24722.7,24700,38.8,25.4,50.6,16.5,-217.5,-302.5,StopLoss,29-05-25 12:55,29-05-25 12:58,29-05-25,Thursday,0,621.25,4.72875,3.095625,2.08725,0.680625,10.59225,-228.09225
29-05-25,8,24738.95,24750,44.1,37.65,14.75,41.4,1920,1835,TakeProfit,29-05-25 13:03,29-05-25 14:06,29-05-25,Thursday,0,2456.25,5.3746875,4.58859375,0.6084375,1.70775,12.27946875,1907.720531
30-05-25,0,24826.9,24850,201,196.2,184.45,247.95,-2640,-2725,StopLoss,30-05-25 9:20,30-05-25 10:20,05-06-25,Friday,4,-2725,24.496875,23.911875,7.6085625,10.2279375,66.24525,-2706.24525
30-05-25,1,24759.5,24750,235.55,198.6,226.95,182.9,1822.5,1737.5,Exit,30-05-25 10:25,30-05-25 15:20,05-06-25,Friday,4,-987.5,28.70765625,24.204375,9.3616875,7.544625,69.81834375,1752.681656
02-06-25,0,24560.6,24550,207.9,211.35,269.05,166.6,-1230,-1315,StopLoss,02-06-25 9:20,02-06-25 10:39,05-06-25,Monday,3,-1315,25.3378125,25.75828125,11.0983125,6.87225,69.06665625,-1299.066656
02-06-25,1,24626.7,24650,221.05,215.5,285.95,180.2,-2220,-2305,StopLoss,02-06-25 10:44,02-06-25 12:34,05-06-25,Monday,3,-3620,26.94046875,26.2640625,11.7954375,7.43325,72.43321875,-2292.433219
02-06-25,2,24717.95,24700,271,202,232.5,202.35,2861.25,2776.25,Exit,02-06-25 12:39,02-06-25 15:20,05-06-25,Monday,3,-843.75,33.028125,24.61875,9.590625,8.3469375,75.5844375,2785.665563
03-06-25,0,24682.85,24700,218.75,218.6,151.5,297.55,-877.5,-962.5,StopLoss,03-06-25 9:20,03-06-25 12:51,05-06-25,Tuesday,2,-962.5,26.66015625,26.641875,6.249375,12.2739375,71.82534375,-949.3253438
03-06-25,1,24527.3,24550,212.8,208.05,153.3,115.2,11426.25,11341.25,Exit,03-06-25 12:56,03-06-25 15:20,05-06-25,Tuesday,2,10378.75,25.935,25.35609375,6.323625,4.752,62.36671875,11363.88328
04-06-25,0,24582.1,24600,104.45,118.4,87.7,73.95,4590,4505,Exit,04-06-25 9:20,04-06-25 15:20,05-06-25,Wednesday,1,4505,12.72984375,14.43,3.617625,3.0504375,33.82790625,4556.172094
05-06-25,0,24631.5,24650,38.95,67.7,55.35,47,322.5,237.5,StopLoss,05-06-25 9:20,05-06-25 9:24,05-06-25,Thursday,0,237.5,4.74703125,8.2509375,2.2831875,1.93875,17.21990625,305.2800938
05-06-25,1,24666.8,24650,101.1,39.55,111,13.45,1215,1130,TakeProfit,05-06-25 9:29,05-06-25 10:01,05-06-25,Thursday,0,1367.5,12.3215625,4.82015625,4.57875,0.5548125,22.27528125,1192.724719
06-06-25,0,24740.75,24750,177.75,175.7,229.15,137.1,-960,-1045,StopLoss,06-06-25 9:20,06-06-25 10:27,12-06-25,Friday,4,-1045,21.66328125,21.4134375,9.4524375,5.655375,58.18453125,-1018.184531
06-06-25,1,24824.75,24800,209.35,139.7,263.1,128.65,-3202.5,-3287.5,StopLoss,06-06-25 10:32,06-06-25 10:41,12-06-25,Friday,4,-4332.5,25.51453125,17.0259375,10.852875,5.3068125,58.70015625,-3261.200156
06-06-25,2,24912,24900,210.35,164.7,267.75,134.95,-2073.75,-2158.75,StopLoss,06-06-25 10:46,06-06-25 11:42,12-06-25,Friday,4,-6491.25,25.63640625,20.0728125,11.0446875,5.5666875,62.32059375,-2136.070594
06-06-25,3,25001.45,25000,209.5,179,182.5,153,3975,3890,Exit,06-06-25 11:47,06-06-25 15:20,12-06-25,Friday,4,-2601.25,25.5328125,21.815625,7.528125,6.31125,61.1878125,3913.812188
09-06-25,0,25110.05,25100,162.05,150.4,137.7,129.3,3408.75,3323.75,Exit,09-06-25 9:20,09-06-25 15:20,12-06-25,Monday,3,3323.75,19.74984375,18.33,5.680125,5.333625,49.09359375,3359.656406
10-06-25,0,25124.75,25100,128,114.95,84.8,96.75,4605,4520,Exit,10-06-25 9:20,10-06-25 15:20,12-06-25,Tuesday,2,4520,15.6,14.00953125,3.498,3.9909375,37.09846875,4567.901531
11-06-25,0,25131.65,25150,65.6,100.2,89.6,69.2,525,440,StopLoss,11-06-25 9:20,11-06-25 10:44,12-06-25,Wednesday,1,440,7.995,12.211875,3.696,2.8545,26.757375,498.242625
11-06-25,1,25173.3,25150,80.9,71,111.65,58.65,-1380,-1465,StopLoss,11-06-25 10:49,11-06-25 11:16,12-06-25,Wednesday,1,-1025,9.8596875,8.653125,4.6055625,2.4193125,25.5376875,-1405.537688
11-06-25,2,25203.4,25200,76.35,85.6,49.55,107.8,345,260,StopLoss,11-06-25 11:21,11-06-25 13:48,12-06-25,Wednesday,1,-765,9.30515625,10.4325,2.0439375,4.44675,26.22834375,318.7716563
11-06-25,3,25131.55,25150,64.9,90.3,64.25,85.7,393.75,308.75,Exit,11-06-25 13:53,11-06-25 15:20,12-06-25,Wednesday,1,-456.25,7.9096875,11.0053125,2.6503125,3.535125,25.1004375,368.6495625
12-06-25,0,25170.15,25150,59.4,49,78.15,43,-956.25,-1041.25,StopLoss,12-06-25 9:20,12-06-25 9:33,12-06-25,Thursday,0,-1041.25,7.239375,5.971875,3.2236875,1.77375,18.2086875,-974.4586875
12-06-25,1,25189.5,25200,40.3,82.45,32.65,103.75,-1023.75,-1108.75,StopLoss,12-06-25 9:38,12-06-25 9:40,12-06-25,Thursday,0,-2150,4.9115625,10.04859375,1.3468125,4.2796875,20.58665625,-1044.336656
12-06-25,2,25138.55,25150,42.7,101.6,18.25,135.55,-712.5,-797.5,StopLoss,12-06-25 9:45,12-06-25 10:44,12-06-25,Thursday,0,-2947.5,5.2040625,12.3825,0.7528125,5.5914375,23.9308125,-736.4308125
12-06-25,3,25044.65,25050,46.85,50.5,60.2,32.05,382.5,297.5,StopLoss,12-06-25 10:49,12-06-25 11:25,12-06-25,Thursday,0,-2650,5.70984375,6.1546875,2.48325,1.3220625,15.66984375,366.8301563
12-06-25,4,25088.2,25100,29.2,63.65,23.35,80.5,-825,-910,StopLoss,12-06-25 11:30,12-06-25 11:37,12-06-25,Thursday,0,-3560,3.55875,7.75734375,0.9631875,3.320625,15.59990625,-840.5999063
12-06-25,5,25047.1,25050,32.25,60.2,41.4,52.85,-135,-220,StopLoss,12-06-25 11:42,12-06-25 11:48,12-06-25,Thursday,0,-3780,3.93046875,7.336875,1.70775,2.1800625,15.15515625,-150.1551563
12-06-25,6,25040.25,25050,34.15,54.4,44.45,46.9,-210,-295,StopLoss,12-06-25 11:53,12-06-25 12:47,12-06-25,Thursday,0,-4075,4.16203125,6.63,1.8335625,1.934625,14.56021875,-224.5602188
12-06-25,7,25056.15,25050,42.75,37.6,29.05,49.65,123.75,38.75,StopLoss,12-06-25 12:52,12-06-25 12:59,12-06-25,Thursday,0,-4036.25,5.21015625,4.5825,1.1983125,2.0480625,13.03903125,110.7109688
12-06-25,8,25040.6,25050,28.05,55.8,15.85,91.2,-1740,-1825,StopLoss,12-06-25 13:04,12-06-25 13:27,12-06-25,Thursday,0,-5861.25,3.41859375,6.800625,0.6538125,3.762,14.63503125,-1754.635031
12-06-25,9,24988.3,25000,26.15,66.5,21.2,86.1,-1098.75,-1183.75,StopLoss,12-06-25 13:32,12-06-25 13:33,12-06-25,Thursday,0,-7045,3.18703125,8.1046875,0.8745,3.551625,15.71784375,-1114.467844
12-06-25,10,24951,24950,28,61.8,19.45,83.8,-1008.75,-1093.75,StopLoss,12-06-25 13:38,12-06-25 13:45,12-06-25,Thursday,0,-8138.75,3.4125,7.531875,0.8023125,3.45675,15.2034375,-1023.953438
13-06-25,0,24613.15,24600,211.05,188.3,230,149.6,1481.25,1396.25,Exit,13-06-25 9:20,13-06-25 15:20,19-06-25,Friday,4,1396.25,25.72171875,22.9490625,9.4875,6.171,64.32928125,1416.920719
16-06-25,0,24798.85,24800,153.1,149.3,195.9,111.05,-341.25,-426.25,StopLoss,16-06-25 9:20,16-06-25 10:42,19-06-25,Monday,3,-426.25,18.6590625,18.1959375,8.080875,4.5808125,49.5166875,-390.7666875
16-06-25,1,24866,24850,182.4,125.25,205.5,96.2,446.25,361.25,Exit,16-06-25 10:47,16-06-25 15:20,19-06-25,Monday,3,-65,22.23,15.26484375,8.476875,3.96825,49.93996875,396.3100313
17-06-25,0,24895.3,24900,126.15,134.65,78.55,138.75,3262.5,3177.5,Exit,17-06-25 9:20,17-06-25 15:20,19-06-25,Tuesday,2,3177.5,15.37453125,16.41046875,3.2401875,5.7234375,40.748625,3221.751375
18-06-25,0,24848.8,24850,87.2,103.65,109.25,96,-1080,-1165,StopLoss,18-06-25 9:20,18-06-25 9:22,19-06-25,Wednesday,1,-1165,10.6275,12.63234375,4.5065625,3.96,31.72640625,-1111.726406
18-06-25,1,24873.2,24850,123.55,78.7,154.55,65.15,-1308.75,-1393.75,StopLoss,18-06-25 9:27,18-06-25 9:44,19-06-25,Wednesday,1,-2558.75,15.05765625,9.5915625,6.3751875,2.6874375,33.71184375,-1342.461844
18-06-25,2,24937.8,24950,92.3,107.2,47.15,140.85,862.5,777.5,StopLoss,18-06-25 9:49,18-06-25 10:35,19-06-25,Wednesday,1,-1781.25,11.2490625,13.065,1.9449375,5.8100625,32.0690625,830.4309375
18-06-25,3,24848.4,24850,101.1,75.45,83.3,95.35,-157.5,-242.5,StopLoss,18-06-25 10:40,18-06-25 10:52,19-06-25,Wednesday,1,-2023.75,12.3215625,9.19546875,3.436125,3.9331875,28.88634375,-186.3863438
18-06-25,4,24838.7,24850,78.05,97.15,64.5,122.85,-911.25,-996.25,StopLoss,18-06-25 10:57,18-06-25 11:31,19-06-25,Wednesday,1,-3020,9.51234375,11.84015625,2.660625,5.0675625,29.0806875,-940.3306875
18-06-25,5,24792.65,24800,81.3,108.3,85.3,76.3,2100,2015,Exit,18-06-25 11:36,18-06-25 15:20,19-06-25,Wednesday,1,-1005,9.9084375,13.1990625,3.518625,3.147375,29.7735,2070.2265
19-06-25,0,24747.7,24750,53.2,64.25,69.95,47,37.5,-47.5,StopLoss,19-06-25 9:20,19-06-25 9:21,19-06-25,Thursday,0,-47.5,6.48375,7.83046875,2.8854375,1.93875,19.13840625,18.36159375
19-06-25,1,24779,24800,58.7,44.15,80.3,17.2,401.25,316.25,StopLoss,19-06-25 9:26,19-06-25 9:46,19-06-25,Thursday,0,268.75,7.1540625,5.38078125,3.312375,0.7095,16.55671875,384.6932813
19-06-25,2,24858.55,24850,26.8,45.85,8.75,53.2,802.5,717.5,TakeProfit,19-06-25 9:51,19-06-25 11:25,19-06-25,Thursday,0,986.25,3.26625,5.58796875,0.3609375,2.1945,11.40965625,791.0903438
20-06-25,0,24860.6,24850,184.35,153.8,235.6,110.25,-577.5,-662.5,StopLoss,20-06-25 9:20,20-06-25 10:15,26-06-25,Friday,4,-662.5,22.46765625,18.744375,9.7185,4.5478125,55.47834375,-632.9783438
20-06-25,1,24941.6,24950,193.65,139.6,244.7,124.4,-2688.75,-2773.75,StopLoss,20-06-25 10:20,20-06-25 10:30,26-06-25,Friday,4,-3436.25,23.60109375,17.01375,10.093875,5.1315,55.84021875,-2744.590219
20-06-25,2,25023.5,25000,206.7,143.05,228,112.65,682.5,597.5,Exit,20-06-25 10:35,20-06-25 15:20,26-06-25,Friday,4,-2838.75,25.1915625,17.43421875,9.405,4.6468125,56.67759375,625.8224063
23-06-25,0,24927.45,24950,136.85,149.95,104.9,196.1,-1065,-1150,StopLoss,23-06-25 9:20,23-06-25 9:34,26-06-25,Monday,3,-1150,16.67859375,18.27515625,4.327125,8.089125,47.37,-1112.37
23-06-25,1,24863,24850,173.45,125.35,148.05,160.4,-723.75,-808.75,StopLoss,23-06-25 9:39,23-06-25 9:47,26-06-25,Monday,3,-1958.75,21.13921875,15.27703125,6.1070625,6.6165,49.1398125,-772.8898125
23-06-25,2,24840.15,24850,157.05,140.2,196.95,109.6,-697.5,-782.5,StopLoss,23-06-25 9:52,23-06-25 10:48,26-06-25,Monday,3,-2741.25,19.14046875,17.086875,8.1241875,4.521,48.87253125,-746.3725313
23-06-25,3,24935.4,24950,124.25,160.3,158.95,125.1,37.5,-47.5,StopLoss,23-06-25 10:53,23-06-25 13:19,26-06-25,Monday,3,-2788.75,15.14296875,19.5365625,6.5566875,5.160375,46.39659375,-8.89659375
23-06-25,4,24976.25,25000,162.95,130.95,128.25,137.75,2092.5,2007.5,Exit,23-06-25 13:24,23-06-25 15:20,26-06-25,Monday,3,-781.25,19.85953125,15.95953125,5.2903125,5.6821875,46.7915625,2045.708438
24-06-25,0,25242.15,25250,124.85,109.95,94.8,144.65,-348.75,-433.75,StopLoss,24-06-25 9:20,24-06-25 9:35,26-06-25,Tuesday,2,-433.75,15.21609375,13.40015625,3.9105,5.9668125,38.4935625,-387.2435625
24-06-25,1,25188.35,25200,107.8,138.05,135.65,108.1,157.5,72.5,StopLoss,24-06-25 9:40,24-06-25 9:57,26-06-25,Tuesday,2,-361.25,13.138125,16.82484375,5.5955625,4.459125,40.01765625,117.4823438
24-06-25,2,25200.3,25200,140,107.8,179.25,86.95,-1380,-1465,StopLoss,24-06-25 10:02,24-06-25 11:06,26-06-25,Tuesday,2,-1826.25,17.0625,13.138125,7.3940625,3.5866875,41.181375,-1421.181375
24-06-25,3,25262.95,25250,141.3,106.4,178.65,81.25,-915,-1000,StopLoss,24-06-25 11:11,24-06-25 12:12,26-06-25,Tuesday,2,-2826.25,17.2209375,12.9675,7.3693125,3.3515625,40.9093125,-955.9093125
24-06-25,4,25314.25,25300,134.9,104.15,94,144.75,22.5,-62.5,StopLoss,24-06-25 12:17,24-06-25 12:40,26-06-25,Tuesday,2,-2888.75,16.4409375,12.69328125,3.8775,5.9709375,38.98265625,-16.48265625
24-06-25,5,25206.2,25200,132.25,117.25,172.5,77.4,-30,-115,StopLoss,24-06-25 12:45,24-06-25 12:51,26-06-25,Tuesday,2,-3003.75,16.11796875,14.28984375,7.115625,3.19275,40.7161875,-70.7161875
24-06-25,6,25257,25250,147.5,84,110.5,115.8,390,305,StopLoss,24-06-25 12:56,24-06-25 13:00,26-06-25,Tuesday,2,-2698.75,17.9765625,10.2375,4.558125,4.77675,37.5489375,352.4510625
24-06-25,7,25202.65,25200,145.9,88.35,125.6,110.9,-168.75,-253.75,StopLoss,24-06-25 13:05,24-06-25 13:16,26-06-25,Tuesday,2,-2952.5,17.7815625,10.76765625,5.181,4.574625,38.30484375,-207.0548438
24-06-25,8,25178.4,25200,117.2,120.4,93.25,154.65,-772.5,-857.5,StopLoss,24-06-25 13:21,24-06-25 13:33,26-06-25,Tuesday,2,-3810,14.28375,14.67375,3.8465625,6.3793125,39.183375,-811.683375
24-06-25,9,25092.75,25100,130.55,127,102.25,109.75,3416.25,3331.25,Exit,24-06-25 13:38,24-06-25 15:20,26-06-25,Tuesday,2,-478.75,15.91078125,15.478125,4.2178125,4.5271875,40.13390625,3376.116094
25-06-25,0,25168.2,25150,103.2,79.45,129.65,62.3,-697.5,-782.5,StopLoss,25-06-25 9:20,25-06-25 9:47,26-06-25,Wednesday,1,-782.5,12.5775,9.68296875,5.3480625,2.569875,30.17840625,-727.6784063
25-06-25,1,25194.85,25200,98.3,78.75,124.3,50.75,150,65,StopLoss,25-06-25 9:52,25-06-25 13:22,26-06-25,Wednesday,1,-717.5,11.9803125,9.59765625,5.127375,2.0934375,28.79878125,121.2012188
25-06-25,2,25245.8,25250,92.1,67.95,67.45,69.15,1758.75,1673.75,Exit,25-06-25 13:27,25-06-25 15:20,26-06-25,Wednesday,1,956.25,11.2246875,8.28140625,2.7823125,2.8524375,25.14084375,1733.609156
26-06-25,0,25306.05,25300,67.9,48.75,88.2,42.75,-1072.5,-1157.5,StopLoss,26-06-25 9:20,26-06-25 9:22,26-06-25,Thursday,0,-1157.5,8.2753125,5.94140625,3.63825,1.7634375,19.61840625,-1092.118406
26-06-25,1,25331.25,25350,59.5,67.35,85.6,57.8,-1241.25,-1326.25,StopLoss,26-06-25 9:27,26-06-25 9:30,26-06-25,Thursday,0,-2483.75,7.2515625,8.20828125,3.531,2.38425,21.37509375,-1262.625094
26-06-25,2,25363.35,25350,91.15,60.2,114.5,36.2,48.75,-36.25,StopLoss,26-06-25 9:35,26-06-25 9:56,26-06-25,Thursday,0,-2520,11.10890625,7.336875,4.723125,1.49325,24.66215625,24.08784375
26-06-25,3,25412.2,25400,97.55,50,72.4,63.95,840,755,StopLoss,26-06-25 10:01,26-06-25 10:13,26-06-25,Thursday,0,-1765,11.88890625,6.09375,2.9865,2.6379375,23.60709375,816.3929063
26-06-25,4,25395.45,25400,64,70.3,42.45,101.25,-705,-790,StopLoss,26-06-25 10:18,26-06-25 10:41,26-06-25,Thursday,0,-2555,7.8,8.5678125,1.7510625,4.1765625,22.2954375,-727.2954375
26-06-25,5,25324.05,25300,75.9,73,95.2,49.8,292.5,207.5,StopLoss,26-06-25 10:46,26-06-25 10:49,26-06-25,Thursday,0,-2347.5,9.2503125,8.896875,3.927,2.05425,24.1284375,268.3715625
26-06-25,6,25334.55,25350,64.3,74.75,80.65,47.5,817.5,732.5,StopLoss,26-06-25 10:54,26-06-25 11:33,26-06-25,Thursday,0,-1615,7.8365625,9.11015625,3.3268125,1.959375,22.23290625,795.2670938
26-06-25,7,25368.05,25350,68,64.9,47.3,89.05,-258.75,-343.75,StopLoss,26-06-25 11:38,26-06-25 11:43,26-06-25,Thursday,0,-1958.75,8.2875,7.9096875,1.951125,3.6733125,21.821625,-280.571625
26-06-25,8,25307.7,25300,99.65,42.2,131.5,31.3,-1571.25,-1656.25,StopLoss,26-06-25 11:48,26-06-25 12:04,26-06-25,Thursday,0,-3615,12.14484375,5.143125,5.424375,1.291125,24.00346875,-1595.253469
26-06-25,9,25388.5,25400,57.25,63.1,72.4,50.2,-168.75,-253.75,StopLoss,26-06-25 12:09,26-06-25 12:31,26-06-25,Thursday,0,-3868.75,6.97734375,7.6903125,2.9865,2.07075,19.72490625,-188.4749063
26-06-25,10,25415.95,25400,69.35,49.95,61.95,63,-423.75,-508.75,StopLoss,26-06-25 12:36,26-06-25 12:40,26-06-25,Thursday,0,-4377.5,8.45203125,6.08765625,2.5554375,2.59875,19.693875,-443.443875
27-06-25,0,25590.55,25600,167,155.3,173.2,111.95,2786.25,2701.25,Exit,27-06-25 9:20,27-06-25 15:20,03-07-25,Friday,4,2701.25,20.353125,18.9271875,7.1445,4.6179375,51.04275,2735.20725
30-06-25,0,25605.6,25600,153.65,119.65,110.6,149.8,967.5,882.5,StopLoss,30-06-25 9:20,30-06-25 12:44,03-07-25,Monday,3,882.5,18.72609375,14.58234375,4.56225,6.17925,44.0499375,923.4500625
30-06-25,1,25542.5,25550,141.45,117.7,118.5,154.8,-1061.25,-1146.25,StopLoss,30-06-25 12:49,30-06-25 13:00,03-07-25,Monday,3,-263.75,17.23921875,14.3446875,4.888125,6.3855,42.85753125,-1104.107531
30-06-25,2,25507.2,25500,151.6,118.5,142.6,110.1,1305,1220,Exit,30-06-25 13:05,30-06-25 15:20,03-07-25,Monday,3,956.25,18.47625,14.4421875,5.88225,4.541625,43.3423125,1261.657688
01-07-25,0,25545.8,25550,121.6,129.15,96.9,83.2,5298.75,5213.75,Exit,01-07-25 9:20,01-07-25 15:20,03-07-25,Tuesday,2,5213.75,14.82,15.74015625,3.997125,3.432,37.98928125,5260.760719
02-07-25,0,25591.9,25600,79.1,83.05,56,104.85,97.5,12.5,StopLoss,02-07-25 9:20,02-07-25 9:45,03-07-25,Wednesday,1,12.5,9.6403125,10.12171875,2.31,4.3250625,26.39709375,71.10290625
02-07-25,1,25533.65,25550,87.05,69.9,71.25,92.6,-517.5,-602.5,StopLoss,02-07-25 9:50,02-07-25 10:01,03-07-25,Wednesday,1,-590,10.60921875,8.5190625,2.9390625,3.81975,25.88709375,-543.3870938
02-07-25,2,25518.8,25500,100,65.2,69.9,82.55,956.25,871.25,StopLoss,02-07-25 10:06,02-07-25 11:05,03-07-25,Wednesday,1,281.25,12.1875,7.94625,2.883375,3.4051875,26.4223125,929.8276875
02-07-25,3,25482.7,25500,66.05,87,39.75,109.75,266.25,181.25,StopLoss,02-07-25 11:10,02-07-25 13:26,03-07-25,Wednesday,1,462.5,8.04984375,10.603125,1.6396875,4.5271875,24.81984375,241.4301563
02-07-25,4,25425.4,25450,55,99.1,69.9,70,1065,980,StopLoss,02-07-25 13:31,02-07-25 15:00,03-07-25,Wednesday,1,1442.5,6.703125,12.0778125,2.883375,2.8875,24.5518125,1040.448188
02-07-25,5,25440.1,25450,75.15,62.4,67.7,65.55,322.5,237.5,Exit,02-07-25 15:05,02-07-25 15:20,03-07-25,Wednesday,1,1680,9.15890625,7.605,2.792625,2.7039375,22.26046875,300.2395313
03-07-25,0,25532.4,25550,46.65,62.5,32.55,81.35,-356.25,-441.25,StopLoss,03-07-25 9:20,03-07-25 9:22,03-07-25,Thursday,0,-441.25,5.68546875,7.6171875,1.3426875,3.3556875,18.00103125,-374.2510313
03-07-25,1,25492.7,25500,26.65,87.9,33.95,57.9,1702.5,1617.5,StopLoss,03-07-25 9:27,03-07-25 9:36,03-07-25,Thursday,0,1176.25,3.24796875,10.7128125,1.4004375,2.388375,17.74959375,1684.750406
03-07-25,2,25483.75,25500,28.35,59.05,38.4,45.8,240,155,StopLoss,03-07-25 9:41,03-07-25 9:44,03-07-25,Thursday,0,1331.25,3.45515625,7.19671875,1.584,1.88925,14.125125,225.874875
03-07-25,3,25497.2,25500,45.65,38.55,70.05,34,-1488.75,-1573.75,StopLoss,03-07-25 9:49,03-07-25 9:54,03-07-25,Thursday,0,-242.5,5.56359375,4.69828125,2.8895625,1.4025,14.5539375,-1503.303938
03-07-25,4,25531.7,25550,51.2,52.5,25.1,73.9,352.5,267.5,StopLoss,03-07-25 9:59,03-07-25 11:42,03-07-25,Thursday,0,25,6.24,6.3984375,1.035375,3.048375,16.7221875,335.7778125
03-07-25,5,25513.8,25500,34.5,53.55,43.7,31.2,986.25,901.25,StopLoss,03-07-25 11:47,03-07-25 12:47,03-07-25,Thursday,0,926.25,4.2046875,6.52640625,1.802625,1.287,13.82071875,972.4292813
03-07-25,6,25519.3,25500,39.45,32.3,26.25,51.25,-431.25,-516.25,StopLoss,03-07-25 12:52,03-07-25 13:16,03-07-25,Thursday,0,410,4.80796875,3.9365625,1.0828125,2.1140625,11.94140625,-443.1914063
03-07-25,7,25486.45,25500,42.95,42.15,72.9,28.35,-1211.25,-1296.25,StopLoss,03-07-25 13:21,03-07-25 13:35,03-07-25,Thursday,0,-886.25,5.23453125,5.13703125,3.007125,1.1694375,14.548125,-1225.798125
03-07-25,8,25540.5,25550,72.15,30.3,38.75,42.6,1582.5,1497.5,StopLoss,03-07-25 13:40,03-07-25 13:46,03-07-25,Thursday,0,611.25,8.79328125,3.6928125,1.5984375,1.75725,15.84178125,1566.658219
03-07-25,9,25544.75,25550,20.6,65.95,7.1,74.6,363.75,278.75,TakeProfit,03-07-25 13:51,03-07-25 14:20,03-07-25,Thursday,0,890,2.510625,8.03765625,0.292875,3.07725,13.91840625,349.8315938
